Cluster tag,size
0.101.223.11,84
0.221.43.91,84
0.86.35.228,83
162.241.248.17,83
0.86.107.146,83
50.87.248.41,83
50.87.144.86,83
192.185.4.81,83
0.88.156.226,83
0.87.154.100,83
0.86.139.106,83
0.90.206.96,83
0.90.179.100,83
0.86.198.122,82
0.85.200.27,82
0.86.105.198,82
0.86.175.157,82
0.86.190.63,82
50.87.253.230,82
0.86.251.154,82
0.86.185.90,82
0.87.80.47,82
0.88.70.137,82
0.86.193.222,82
0.86.147.60,82
0.90.67.101,82
0.88.222.7,82
50.87.253.128,82
0.87.103.37,82
0.85.216.139,82
0.88.229.229,82
0.178.90.81,82
0.85.252.62,81
0.86.44.250,81
0.86.53.110,81
74.220.219.94,81
0.87.15.161,81
0.86.184.92,81
0.86.240.156,81
0.86.113.112,81
0.86.139.205,81
0.86.139.249,81
0.89.64.95,81
173.254.29.172,81
0.93.35.7,81
0.99.213.10,81
0.131.193.27,81
0.85.218.78,80
0.85.191.73,80
67.20.114.128,80
192.185.4.50,80
0.86.115.142,80
70.40.220.120,80
192.185.4.101,80
0.87.39.163,80
185.205.210.23,80
0.86.98.168,80
0.86.81.54,80
0.88.155.67,80
0.88.225.0,80
0.102.236.132,80
0.88.191.0,80
0.111.28.173,80
0.212.239.157,80
0.217.45.32,80
0.216.22.104,80
0.86.0.182,79
0.85.196.221,79
0.86.12.255,79
0.86.6.26,79
0.87.123.109,79
192.185.4.55,79
0.86.106.17,79
0.86.158.233,79
0.86.144.234,79
0.86.91.144,79
0.86.38.165,79
0.86.132.186,79
0.85.241.47,79
162.241.123.129,79
0.88.152.131,79
0.89.112.66,79
0.93.249.195,79
0.215.227.152,79
0.216.158.49,79
0.216.177.27,79
0.215.200.173,79
0.231.141.127,79
0.85.214.52,78
192.185.4.121,78
0.86.91.109,78
162.241.123.21,78
198.57.247.186,78
0.86.210.2,78
0.86.212.166,78
0.86.208.39,78
0.87.6.79,78
0.87.164.194,78
67.222.39.89,78
0.87.184.135,78
0.88.160.1,78
0.98.42.176,78
0.114.219.40,78
162.241.123.149,77
192.185.4.125,77
162.215.117.185,77
0.85.251.222,77
0.86.51.0,77
0.86.68.224,77
67.20.113.139,77
0.87.8.207,77
0.86.165.119,77
67.20.112.239,77
0.87.222.89,77
0.87.141.228,77
50.87.249.234,77
0.89.96.149,77
162.241.224.179,77
50.87.248.38,77
0.86.96.19,77
50.87.238.35,77
0.214.198.172,77
128.103.37.150,76
192.185.4.113,76
162.241.123.164,76
0.85.232.48,76
50.87.144.140,76
0.86.7.180,76
192.185.4.97,76
0.85.224.179,76
0.86.190.175,76
0.87.23.55,76
162.241.123.119,76
0.86.255.0,76
192.185.4.160,76
50.87.144.125,76
173.254.28.32,76
0.88.228.58,76
0.88.249.99,76
0.89.161.83,76
0.87.245.106,76
0.125.44.242,76
0.229.84.91,76
198.57.247.218,75
50.87.253.233,75
198.57.247.141,75
198.57.247.198,75
162.241.85.139,75
50.87.253.224,75
162.241.123.124,75
192.185.4.163,75
192.185.4.159,75
0.85.183.47,75
0.86.101.204,75
173.254.29.233,75
50.87.144.198,75
162.241.248.11,75
0.85.208.83,75
0.90.13.140,75
0.89.10.8,75
67.222.38.70,75
0.168.18.214,75
0.214.170.159,75
0.216.163.17,75
0.220.144.223,75
0.85.200.106,74
0.86.101.33,74
0.85.211.93,74
162.241.85.13,74
0.86.99.27,74
192.185.4.46,74
0.86.60.243,74
0.86.68.253,74
50.87.144.197,74
198.57.247.156,74
0.86.55.29,74
0.86.124.132,74
198.57.247.131,74
0.86.97.20,74
0.86.237.227,74
0.86.36.171,74
0.87.21.48,74
0.87.77.73,74
0.85.242.95,74
0.87.56.13,74
0.86.219.117,74
0.87.200.39,74
0.86.251.212,74
0.86.120.133,74
0.89.51.21,74
0.104.116.184,74
0.129.89.175,74
0.226.143.224,74
0.215.207.108,74
0.85.190.92,73
0.86.97.91,73
0.88.8.36,73
0.85.187.109,73
192.185.4.124,73
0.86.188.3,73
198.57.247.138,73
0.86.210.24,73
0.86.225.143,73
50.87.217.79,73
0.87.19.156,73
0.85.225.4,73
50.87.225.172,73
0.87.73.133,73
0.87.63.92,73
192.185.4.58,73
192.185.4.164,73
0.85.183.221,73
173.254.29.66,73
0.86.33.0,73
0.85.196.112,73
0.85.195.118,73
192.185.4.30,73
0.88.159.42,73
0.87.8.206,73
0.86.20.152,73
0.88.161.37,73
0.93.176.201,73
0.111.149.10,73
0.95.23.49,73
0.102.186.250,73
0.121.63.8,73
0.214.190.147,73
198.57.247.177,72
0.85.216.30,72
0.85.221.3,72
50.87.144.97,72
108.167.189.46,72
0.86.128.12,72
192.185.4.65,72
0.86.0.19,72
0.86.141.39,72
0.86.189.36,72
0.86.210.44,72
0.86.170.83,72
0.87.35.65,72
192.185.4.38,72
162.215.117.186,72
192.185.4.12,72
198.57.247.248,72
0.88.189.61,72
192.185.4.141,72
0.87.49.75,72
162.241.85.207,72
0.88.144.81,72
0.86.211.101,72
162.241.123.26,72
67.20.114.211,72
173.254.30.34,72
50.87.144.98,72
0.137.160.201,72
0.214.167.210,72
0.215.201.183,72
0.215.227.100,72
0.221.52.135,72
192.185.4.27,71
0.85.201.156,71
0.86.191.214,71
0.86.31.189,71
0.86.18.137,71
192.185.4.93,71
0.86.157.84,71
0.86.95.254,71
192.254.250.169,71
162.215.117.176,71
0.87.96.113,71
0.85.239.215,71
162.241.85.237,71
0.85.212.194,71
0.87.210.214,71
0.87.245.206,71
0.86.30.117,71
50.87.144.62,71
0.89.23.62,71
162.241.123.154,71
108.167.133.18,71
0.92.1.193,71
0.86.67.96,71
0.126.62.174,71
0.214.183.39,71
0.217.159.163,71
0.85.215.158,70
0.86.49.93,70
0.86.26.25,70
0.86.35.90,70
192.185.4.132,70
192.185.4.89,70
198.57.247.229,70
0.86.190.145,70
0.87.71.254,70
0.88.179.81,70
108.167.133.27,70
192.185.4.90,70
0.87.245.176,70
0.88.65.201,70
0.85.205.8,70
192.185.4.36,70
0.87.72.136,70
69.195.73.148,70
0.214.201.90,70
0.217.64.101,70
0.85.175.236,69
173.254.29.83,69
0.85.209.193,69
0.85.200.39,69
192.185.4.148,69
162.241.85.212,69
192.185.4.52,69
0.86.52.150,69
0.86.44.199,69
0.86.86.21,69
0.86.104.122,69
0.86.96.9,69
192.254.250.177,69
0.86.98.136,69
0.86.138.246,69
192.185.4.145,69
192.185.4.162,69
192.185.4.108,69
192.254.250.168,69
50.87.144.63,69
192.185.4.111,69
198.57.247.155,69
192.185.4.177,69
50.87.144.78,69
0.89.48.129,69
0.87.191.94,69
0.86.153.73,69
173.254.29.76,69
0.98.42.193,69
0.169.105.57,69
0.214.212.177,69
0.214.190.28,69
0.215.206.19,69
0.226.242.153,69
1.40.18.0,69
0.85.189.120,68
0.85.194.88,68
67.20.113.97,68
0.85.227.140,68
0.85.210.120,68
198.57.247.158,68
108.167.133.21,68
0.95.105.127,68
162.241.85.232,68
198.57.247.136,68
192.185.4.161,68
0.86.71.102,68
192.254.250.185,68
0.86.140.166,68
198.57.247.200,68
50.87.144.31,68
0.86.189.78,68
198.57.247.179,68
192.185.4.140,68
0.87.93.43,68
0.87.105.252,68
0.87.103.198,68
0.86.191.148,68
0.86.53.49,68
0.87.160.30,68
192.185.4.61,68
0.86.53.236,68
0.85.186.4,68
0.88.59.9,68
0.88.108.55,68
0.88.157.29,68
0.88.141.157,68
198.57.247.171,68
192.185.4.133,68
0.214.100.99,68
0.214.243.244,68
0.215.92.127,68
192.254.250.174,67
0.86.66.196,67
50.87.144.21,67
0.85.242.104,67
0.86.56.74,67
0.86.192.199,67
108.167.133.16,67
50.87.144.65,67
0.87.60.25,67
0.86.175.135,67
67.20.113.243,67
0.86.39.122,67
192.185.4.134,67
192.185.4.35,67
0.87.248.44,67
50.87.144.180,67
0.88.81.236,67
192.185.4.43,67
192.185.4.28,67
192.185.4.158,67
198.57.247.194,67
0.95.191.196,67
198.57.247.188,67
198.57.247.239,67
198.57.247.159,67
69.89.24.247,67
0.90.228.65,67
0.90.242.166,67
162.241.16.11,67
0.214.167.4,67
0.156.47.50,67
0.86.254.146,66
0.85.205.9,66
50.87.144.47,66
0.85.231.143,66
192.185.4.77,66
192.185.4.73,66
0.86.20.27,66
0.86.21.219,66
108.167.189.13,66
192.185.4.20,66
0.87.164.213,66
0.86.138.108,66
50.87.144.74,66
0.86.211.41,66
0.86.192.95,66
192.185.4.99,66
192.185.4.128,66
0.86.174.117,66
0.87.42.10,66
50.87.144.164,66
0.86.205.177,66
0.88.157.172,66
192.185.4.39,66
192.185.4.82,66
0.86.179.187,66
0.91.43.243,66
0.87.73.190,66
0.86.114.62,66
0.110.104.190,66
0.214.214.118,66
0.214.183.180,66
0.215.108.164,66
0.217.65.76,66
0.217.163.0,66
0.85.187.104,65
0.85.191.96,65
192.185.4.86,65
0.85.241.238,65
0.86.98.158,65
0.88.236.19,65
0.85.206.5,65
0.86.28.148,65
0.86.124.71,65
192.185.4.155,65
50.87.144.134,65
198.57.247.217,65
198.57.247.195,65
198.57.247.196,65
0.86.200.157,65
192.185.4.88,65
198.57.247.205,65
192.185.4.74,65
192.185.4.19,65
192.185.4.120,65
0.87.6.179,65
50.87.188.202,65
0.87.31.76,65
192.185.4.25,65
0.86.204.228,65
0.87.200.22,65
0.87.230.152,65
0.87.140.48,65
0.89.140.204,65
0.87.86.74,65
192.185.4.131,65
0.91.104.89,65
192.185.4.149,65
0.86.244.115,65
162.241.85.140,65
0.129.230.226,65
66.81.199.63,65
0.214.173.59,65
0.215.216.208,65
0.216.164.81,65
0.217.175.242,65
50.87.144.70,64
192.185.4.67,64
192.185.4.135,64
0.85.228.186,64
0.86.200.251,64
0.86.142.26,64
0.86.44.162,64
0.85.197.190,64
198.57.247.130,64
50.87.144.17,64
0.88.5.184,64
108.167.189.47,64
50.87.144.38,64
0.85.218.42,64
0.87.226.51,64
0.90.197.106,64
192.185.4.80,64
0.88.111.232,64
0.88.62.243,64
69.195.72.55,64
0.89.102.41,64
192.185.4.138,64
198.57.247.241,64
0.88.235.134,64
198.57.247.235,64
0.87.208.74,64
0.86.141.117,64
198.57.247.152,64
0.93.89.80,64
0.131.121.210,64
0.223.42.44,64
0.214.105.64,64
0.216.172.162,64
0.231.13.149,64
0.217.217.169,64
0.219.124.35,64
0.85.213.131,63
0.85.203.127,63
0.86.106.19,63
162.241.123.159,63
108.167.133.28,63
192.185.4.84,63
0.86.24.241,63
50.87.144.92,63
192.254.250.160,63
0.86.37.13,63
192.185.4.24,63
0.85.206.14,63
50.87.144.89,63
0.86.82.115,63
0.86.40.179,63
192.185.4.152,63
0.87.230.92,63
0.86.245.33,63
198.57.247.170,63
0.87.146.151,63
0.87.109.138,63
192.185.4.112,63
0.86.44.35,63
192.185.4.31,63
0.87.148.0,63
198.57.247.185,63
198.57.247.166,63
50.87.144.129,63
0.88.113.57,63
198.57.247.154,63
192.185.4.78,63
192.185.4.11,63
69.89.26.54,63
0.89.127.217,63
0.85.198.225,63
0.92.65.7,63
0.92.184.242,63
192.254.250.181,63
0.117.182.145,63
0.160.240.133,63
0.214.185.243,63
0.216.146.165,63
0.216.175.55,63
0.216.172.230,63
0.217.163.163,63
0.219.144.112,63
0.227.155.101,63
0.86.12.194,62
192.185.4.15,62
199.59.243.227,62
198.57.247.150,62
0.86.32.45,62
198.57.247.238,62
0.85.230.189,62
0.86.66.181,62
50.87.144.162,62
50.87.144.72,62
50.87.144.91,62
0.85.199.208,62
198.57.247.215,62
192.185.4.26,62
192.254.250.163,62
0.87.24.193,62
192.185.4.123,62
0.87.50.122,62
192.254.250.17,62
0.87.57.142,62
198.57.247.236,62
0.88.219.220,62
192.185.4.33,62
192.185.4.29,62
192.185.4.22,62
50.87.144.174,62
0.89.99.85,62
0.87.43.236,62
50.87.144.84,62
0.86.202.115,62
198.57.247.214,62
0.91.69.64,62
0.106.136.200,62
0.89.234.151,62
50.87.144.170,62
108.167.189.15,62
50.87.144.173,62
50.87.144.128,62
0.215.84.108,62
192.185.4.139,61
0.85.202.93,61
0.85.216.5,61
50.87.144.55,61
64.32.10.29,61
50.87.144.147,61
0.86.1.253,61
69.195.72.236,61
50.87.144.22,61
0.86.62.202,61
0.86.119.79,61
0.85.185.69,61
0.85.198.86,61
0.86.155.143,61
0.86.148.93,61
208.98.40.70,61
192.254.250.176,61
162.144.182.124,61
0.88.119.165,61
0.86.216.159,61
192.254.250.180,61
69.89.22.71,61
208.98.40.16,61
192.185.4.66,61
0.85.201.92,61
162.241.244.70,61
67.21.89.53,61
0.87.121.95,61
0.85.192.81,61
0.86.118.90,61
192.254.250.161,61
0.88.166.44,61
0.86.53.249,61
192.185.4.62,61
173.254.29.30,61
0.87.130.19,61
0.85.204.144,61
192.254.250.164,61
50.87.144.176,61
192.185.4.75,61
0.85.196.27,61
0.88.89.232,61
0.87.28.250,61
0.89.232.23,61
0.88.79.145,61
50.87.144.192,61
162.241.85.138,61
0.214.160.252,61
0.215.74.96,61
0.197.104.220,61
0.219.160.107,61
0.219.112.62,61
0.215.57.227,61
198.57.247.219,60
192.185.4.56,60
0.85.191.78,60
0.86.11.20,60
0.86.53.32,60
198.57.247.137,60
0.86.178.155,60
198.57.247.161,60
0.86.118.12,60
0.86.239.11,60
50.87.144.136,60
50.87.144.54,60
0.87.9.237,60
108.167.133.23,60
0.85.184.144,60
198.57.247.182,60
50.87.144.161,60
67.20.115.110,60
0.87.160.234,60
0.87.0.59,60
192.185.4.85,60
192.185.4.117,60
192.185.4.115,60
50.87.144.157,60
0.88.157.139,60
0.89.2.106,60
50.87.188.247,60
67.20.114.76,60
0.87.39.103,60
0.85.218.113,60
0.87.243.44,60
0.126.229.97,60
0.219.130.176,60
0.214.250.247,60
1.33.11.71,60
0.215.217.12,60
0.217.165.156,60
0.219.97.197,60
0.85.186.98,59
50.87.144.100,59
0.89.190.221,59
0.85.231.244,59
50.87.144.183,59
198.57.247.187,59
0.86.39.87,59
0.73.224.250,59
50.87.144.67,59
50.87.144.135,59
0.86.230.11,59
0.86.145.105,59
198.57.247.206,59
192.185.4.59,59
50.87.144.80,59
198.57.247.210,59
50.87.144.163,59
0.87.49.125,59
0.86.247.33,59
0.87.99.111,59
198.57.247.168,59
192.254.250.182,59
0.86.140.84,59
0.90.16.20,59
192.254.250.170,59
192.185.4.165,59
0.87.194.158,59
192.254.250.159,59
0.87.229.249,59
50.87.144.85,59
192.185.4.40,59
0.86.62.10,59
0.85.221.221,59
192.185.4.137,59
52.9.206.163,59
0.88.135.97,59
0.87.235.62,59
50.87.144.50,59
0.89.116.171,59
198.57.247.135,59
0.89.224.203,59
0.86.88.216,59
0.87.114.186,59
162.241.85.57,59
198.57.247.247,59
0.89.251.132,59
162.241.16.17,59
0.91.67.62,59
0.92.3.154,59
0.215.217.122,59
0.216.154.86,59
0.217.88.28,59
0.217.167.233,59
0.214.120.240,59
0.219.106.239,59
198.57.247.199,58
50.87.144.141,58
50.87.144.127,58
173.254.29.38,58
50.87.144.179,58
0.86.78.220,58
0.86.83.42,58
192.185.4.154,58
0.85.218.228,58
0.85.216.168,58
108.167.133.26,58
0.86.188.168,58
0.85.198.39,58
162.241.85.141,58
192.185.4.151,58
0.87.207.223,58
198.57.247.149,58
192.185.4.122,58
192.185.4.146,58
0.85.196.225,58
0.87.62.160,58
0.86.1.7,58
0.87.102.244,58
192.185.4.45,58
50.87.144.159,58
50.87.144.165,58
0.88.161.93,58
0.88.55.53,58
0.88.186.172,58
50.87.144.64,58
0.85.246.164,58
0.86.113.128,58
0.88.201.236,58
192.185.4.156,58
0.86.212.91,58
198.57.247.192,58
0.86.93.16,58
50.87.144.115,58
192.254.250.167,58
50.87.144.139,58
0.90.215.238,58
0.89.95.4,58
0.86.228.250,58
198.57.247.197,58
69.195.74.225,58
0.103.41.245,58
0.90.195.40,58
0.85.197.125,58
0.89.228.170,58
198.57.247.250,58
0.98.190.17,58
0.121.148.192,58
0.117.67.103,58
0.123.36.87,58
0.150.157.107,58
0.214.159.79,58
0.215.118.82,58
0.217.162.149,58
1.62.244.127,58
108.167.189.55,57
0.85.199.189,57
0.85.218.16,57
0.85.253.93,57
198.57.247.213,57
0.86.79.95,57
0.86.96.249,57
0.85.224.103,57
50.87.144.49,57
0.86.201.119,57
67.20.114.155,57
69.89.27.23,57
50.87.144.121,57
0.91.12.19,57
108.167.133.25,57
0.86.88.20,57
198.57.247.132,57
0.87.201.149,57
0.89.92.140,57
50.87.144.105,57
67.20.116.106,57
0.87.238.200,57
0.88.163.148,57
0.87.79.45,57
0.88.93.7,57
50.87.144.116,57
0.89.73.133,57
0.89.84.140,57
0.85.224.131,57
69.89.22.205,57
0.89.217.244,57
192.185.4.96,57
50.87.144.138,57
0.91.130.151,57
0.217.72.111,57
0.85.214.8,56
108.167.133.13,56
50.87.144.76,56
173.254.31.14,56
0.85.248.85,56
162.241.219.179,56
192.185.4.106,56
108.167.133.12,56
50.87.144.186,56
198.57.247.222,56
108.167.189.58,56
0.92.104.186,56
0.86.238.111,56
0.89.192.209,56
0.87.1.117,56
67.20.112.24,56
50.87.144.23,56
50.87.179.106,56
50.87.144.153,56
162.241.85.56,56
0.85.201.20,56
162.241.219.188,56
50.87.144.155,56
0.85.213.113,56
0.87.193.26,56
108.167.189.14,56
50.87.144.32,56
0.86.165.187,56
50.87.144.175,56
192.185.4.176,56
198.57.247.211,56
50.87.144.120,56
0.88.158.19,56
50.87.174.174,56
198.57.247.129,56
198.57.247.160,56
108.167.189.52,56
0.89.29.239,56
198.57.247.189,56
50.87.144.145,56
198.57.247.231,56
108.167.133.15,56
0.105.250.81,56
0.214.82.190,56
0.214.166.129,56
0.214.168.81,56
0.215.132.95,56
0.216.105.93,56
0.214.168.78,56
0.217.166.62,56
0.218.32.60,56
0.215.194.15,56
0.219.123.194,56
0.85.185.105,55
0.85.186.131,55
0.85.208.75,55
0.87.23.60,55
0.85.253.45,55
0.86.5.158,55
198.57.247.178,55
128.199.89.9,55
0.85.230.107,55
0.86.77.127,55
50.87.144.196,55
0.85.219.32,55
108.167.133.34,55
0.86.167.102,55
0.86.170.118,55
198.57.247.225,55
0.86.97.227,55
0.87.14.37,55
69.195.75.94,55
192.185.4.44,55
0.85.223.50,55
0.85.224.59,55
0.87.96.132,55
50.87.144.30,55
0.87.174.52,55
108.167.189.41,55
0.86.88.1,55
50.87.144.117,55
0.88.26.25,55
0.87.85.120,55
192.185.4.109,55
0.88.241.241,55
50.87.144.82,55
0.89.39.179,55
67.20.113.142,55
198.57.247.245,55
0.89.145.7,55
0.86.33.2,55
0.104.116.179,55
192.185.4.166,55
0.92.47.69,55
0.86.154.83,55
0.88.87.88,55
0.215.58.32,55
0.215.51.66,55
0.217.159.220,55
0.221.241.171,55
0.85.200.138,54
192.185.4.63,54
198.57.247.147,54
0.86.0.55,54
198.57.247.220,54
50.87.144.111,54
198.57.247.190,54
0.86.83.227,54
50.87.144.83,54
198.57.247.162,54
0.85.203.77,54
192.185.4.37,54
192.254.250.172,54
0.86.195.130,54
50.87.144.194,54
198.57.247.128,54
50.87.144.168,54
50.87.144.144,54
67.20.114.115,54
198.57.247.167,54
0.86.101.39,54
0.87.47.74,54
0.86.228.161,54
0.86.215.173,54
198.57.247.164,54
192.185.4.116,54
0.87.28.38,54
0.86.14.99,54
0.86.1.184,54
0.85.249.221,54
0.86.11.124,54
0.86.172.35,54
0.87.102.55,54
0.86.83.123,54
0.85.208.227,54
0.85.204.177,54
50.87.144.51,54
0.85.198.135,54
0.87.242.84,54
198.57.247.144,54
198.57.247.183,54
192.254.250.183,54
0.95.94.85,54
198.57.247.172,54
198.57.247.203,54
50.87.144.81,54
0.85.196.64,54
0.94.170.242,54
198.57.247.242,54
198.57.247.153,54
162.241.16.23,54
0.97.17.164,54
198.57.247.193,54
192.185.4.34,54
0.101.105.253,54
204.11.56.195,54
0.214.189.247,54
0.214.169.148,54
0.214.174.214,54
0.214.184.98,54
0.215.98.105,54
0.215.98.69,54
0.217.71.240,54
0.85.185.209,53
50.87.144.146,53
52.9.101.72,53
0.86.97.223,53
192.185.4.54,53
0.86.122.47,53
108.167.189.39,53
0.86.154.170,53
198.57.247.143,53
192.185.4.49,53
0.86.97.171,53
50.87.144.156,53
0.86.244.3,53
50.87.144.169,53
0.85.211.112,53
0.87.83.108,53
0.87.100.155,53
0.86.64.177,53
50.87.144.48,53
69.195.73.47,53
0.86.22.6,53
0.87.240.189,53
0.87.246.228,53
50.87.144.178,53
0.85.222.76,53
0.88.101.20,53
0.87.87.243,53
50.87.144.103,53
0.88.177.26,53
0.88.188.183,53
192.185.4.70,53
67.20.115.102,53
0.87.99.228,53
198.57.247.146,53
50.87.175.74,53
192.254.250.162,53
108.167.189.38,53
0.85.250.150,53
50.87.144.26,53
0.85.201.57,53
0.118.154.219,53
0.173.18.149,53
0.135.73.97,53
1.31.183.128,53
0.215.150.111,53
0.215.200.81,53
0.216.154.215,53
0.217.194.140,53
0.219.139.53,53
0.239.234.226,53
0.85.186.117,52
0.85.228.26,52
0.85.187.141,52
50.87.144.123,52
0.85.210.52,52
50.87.144.34,52
0.86.17.15,52
50.87.144.149,52
50.87.171.134,52
50.87.144.75,52
0.86.101.31,52
173.254.30.77,52
0.85.223.173,52
0.88.61.130,52
0.88.88.72,52
0.87.10.219,52
0.87.14.137,52
198.57.247.253,52
50.87.144.77,52
108.167.133.17,52
0.85.242.207,52
0.87.74.50,52
0.87.118.50,52
0.87.200.253,52
0.85.250.117,52
0.87.147.161,52
108.167.133.37,52
0.86.104.227,52
0.85.238.249,52
0.87.199.223,52
0.86.96.101,52
192.185.4.13,52
0.85.191.243,52
192.254.250.166,52
162.241.224.173,52
108.167.189.76,52
0.85.213.242,52
108.167.189.16,52
0.95.132.244,52
0.89.200.36,52
108.167.189.65,52
0.85.247.76,52
198.57.247.157,52
108.167.189.70,52
50.87.144.148,52
50.87.144.95,52
0.89.117.107,52
50.87.144.112,52
50.87.144.53,52
50.87.144.118,52
0.90.35.51,52
0.90.37.208,52
0.86.145.247,52
198.57.247.233,52
0.87.190.95,52
0.86.173.196,52
0.86.252.109,52
0.88.162.84,52
0.86.137.65,52
192.185.4.76,52
198.57.247.145,52
50.87.144.45,52
50.87.144.52,52
0.102.131.188,52
50.87.144.46,52
0.100.103.238,52
0.214.215.92,52
0.215.236.236,52
0.214.164.100,52
0.156.47.38,52
0.217.56.185,52
0.217.64.49,52
0.217.73.105,52
0.217.160.86,52
0.219.130.129,52
0.221.43.235,52
67.20.114.187,51
0.85.214.7,51
50.87.144.15,51
198.57.247.169,51
0.86.28.84,51
50.87.144.122,51
0.86.60.208,51
67.20.113.194,51
198.57.247.184,51
162.241.244.40,51
108.167.133.30,51
198.57.247.176,51
0.86.234.6,51
0.86.190.91,51
0.86.108.184,51
108.167.189.42,51
0.87.57.105,51
108.167.189.36,51
192.185.4.69,51
0.87.208.68,51
0.87.224.85,51
50.87.144.151,51
0.86.141.81,51
50.87.144.87,51
0.85.206.38,51
0.88.42.124,51
0.88.199.102,51
192.254.250.158,51
0.88.230.187,51
0.89.12.75,51
0.89.86.101,51
0.89.222.49,51
108.167.189.27,51
0.87.62.233,51
0.90.45.72,51
0.90.253.173,51
198.57.247.227,51
198.57.247.254,51
0.92.108.241,51
108.167.189.62,51
0.86.50.97,51
0.102.152.169,51
0.231.35.86,51
0.217.159.138,51
0.222.108.213,51
198.57.247.224,50
0.86.23.101,50
0.86.36.62,50
0.86.21.35,50
0.86.23.211,50
0.86.27.208,50
0.86.60.42,50
0.86.56.5,50
0.86.27.144,50
0.86.121.224,50
0.86.126.110,50
0.86.129.50,50
67.20.114.98,50
0.86.150.190,50
0.86.138.46,50
192.185.4.51,50
108.167.189.44,50
0.86.169.12,50
198.57.247.226,50
50.87.144.131,50
0.86.38.134,50
50.87.144.69,50
0.88.229.226,50
0.86.85.9,50
50.87.144.73,50
0.85.250.227,50
50.87.144.124,50
192.185.4.47,50
0.86.123.76,50
108.167.189.59,50
0.89.59.239,50
0.87.229.131,50
0.87.213.25,50
108.167.189.25,50
198.57.247.148,50
0.86.223.46,50
0.90.120.168,50
0.86.67.223,50
50.87.226.30,50
0.89.24.116,50
0.89.63.255,50
