Cluster tag,size
0.151.188.104,1
0.117.33.59,1
0.117.35.21,1
0.116.251.31,1
0.116.255.243,1
212.72.30.12,1
0.117.79.13,1
8.218.84.169,1
0.117.1.20,1
0.117.23.19,1
0.139.109.221,1
0.151.203.255,1
0.117.51.233,1
213.113.86.49,1
0.117.9.139,1
68.199.113.9,1
0.129.222.17,1
0.117.6.6,1
0.117.6.19,1
0.117.19.92,1
108.179.200.166,1
0.117.94.203,1
0.117.105.205,1
0.129.227.245,1
0.129.234.37,1
0.117.14.45,1
0.129.230.146,1
0.117.28.71,1
209.122.48.138,1
0.117.39.109,1
0.129.240.15,1
0.117.30.167,1
0.117.88.17,1
0.117.27.20,1
0.117.21.9,1
0.117.12.67,1
0.117.24.169,1
0.117.44.57,1
0.117.88.181,1
0.117.42.81,1
0.117.32.203,1
0.129.255.246,1
0.146.225.144,1
0.117.127.16,1
0.129.239.243,1
0.139.134.38,1
0.117.55.101,1
0.117.28.73,1
0.146.172.255,1
0.117.28.208,1
0.117.136.147,1
0.117.119.83,1
0.129.251.124,1
0.117.57.53,1
0.130.0.87,1
0.117.37.19,1
0.130.3.59,1
54.221.16.48,1
0.117.42.110,1
46.238.143.205,1
0.117.53.34,1
0.117.39.111,1
0.117.45.96,1
0.117.51.155,1
0.151.255.37,1
0.130.6.67,1
0.130.67.34,1
0.117.64.221,1
0.130.11.82,1
0.117.47.147,1
0.117.70.211,1
0.152.3.104,1
0.117.51.99,1
91.183.222.136,1
0.117.52.103,1
0.117.42.79,1
80.190.251.158,1
0.147.25.185,1
0.86.54.60,1
0.117.73.95,1
0.117.50.243,1
0.117.120.243,1
0.117.147.111,1
0.117.61.187,1
0.117.73.133,1
0.117.112.129,1
0.117.150.128,1
0.147.30.121,1
0.117.64.116,1
0.117.69.198,1
0.117.71.151,1
0.117.67.84,1
0.117.70.226,1
0.114.203.168,1
0.117.118.224,1
0.117.155.187,1
0.117.86.48,1
0.117.71.18,1
0.117.78.37,1
0.117.84.75,1
0.117.80.1,1
0.117.84.146,1
0.117.87.247,1
0.117.94.236,1
0.117.90.239,1
0.117.74.24,1
10.0.0.3,1
0.117.99.6,1
0.117.169.13,1
0.117.88.3,1
0.130.76.9,1
0.117.95.79,1
0.117.86.50,1
0.117.117.35,1
0.117.100.33,1
0.117.171.15,1
0.130.51.230,1
0.117.94.106,1
0.117.90.99,1
0.130.62.226,1
0.117.95.199,1
0.117.101.178,1
0.117.98.172,1
0.130.79.230,1
0.130.61.56,1
0.117.112.12,1
0.152.74.220,1
0.117.105.60,1
0.117.103.189,1
0.130.59.227,1
0.117.163.35,1
0.117.126.45,1
0.117.112.128,1
0.117.157.144,1
0.117.166.80,1
0.117.91.167,1
0.117.100.243,1
0.117.95.200,1
0.117.106.128,1
0.117.118.161,1
0.117.134.240,1
0.117.117.134,1
0.117.120.150,1
0.139.244.159,1
178.128.120.112,1
0.130.125.63,1
0.117.144.166,1
0.117.170.73,1
0.130.79.169,1
0.117.115.152,1
0.117.208.185,1
0.117.125.238,1
0.140.225.98,1
0.117.135.205,1
0.117.118.244,1
0.117.136.45,1
0.117.156.96,1
0.130.94.47,1
86.115.50.46,1
0.117.182.132,1
0.117.128.222,1
0.130.85.41,1
10.200.1.7,1
0.130.91.163,1
0.117.134.18,1
0.118.97.232,1
0.117.126.201,1
0.140.13.175,1
0.130.205.149,1
198.18.1.242,1
0.117.153.13,1
0.117.137.171,1
0.140.14.85,1
198.18.1.62,1
0.140.17.207,1
0.117.161.170,1
0.117.150.235,1
0.117.132.58,1
0.117.138.111,1
0.117.157.227,1
0.117.217.171,1
0.117.175.11,1
0.117.136.251,1
0.117.136.133,1
95.189.124.102,1
0.143.87.131,1
0.117.137.80,1
0.117.144.85,1
0.130.99.113,1
0.130.103.40,1
0.117.144.212,1
31.7.34.230,1
0.117.146.152,1
216.25.124.1,1
0.117.144.163,1
0.117.146.211,1
0.117.251.208,1
0.130.108.60,1
0.117.151.95,1
0.124.213.17,1
0.117.200.139,1
0.117.246.254,1
0.100.243.166,1
0.98.175.46,1
0.117.235.73,1
0.117.160.196,1
0.117.223.214,1
0.117.153.26,1
0.117.147.7,1
0.117.171.25,1
0.130.127.73,1
0.118.3.159,1
0.117.163.129,1
0.117.186.74,1
0.130.138.95,1
0.118.4.126,1
0.118.55.24,1
0.117.174.93,1
0.117.161.171,1
0.130.137.115,1
0.147.189.39,1
0.117.168.230,1
0.117.169.124,1
0.152.166.213,1
211.119.106.159,1
0.117.165.108,1
0.117.166.8,1
0.130.144.84,1
0.130.132.74,1
0.117.200.65,1
0.130.131.242,1
0.117.192.159,1
0.130.135.136,1
0.117.165.213,1
0.117.194.108,1
0.117.169.185,1
0.117.167.221,1
0.118.7.203,1
0.117.188.208,1
0.117.175.59,1
0.148.2.5,1
0.130.141.242,1
0.117.171.201,1
0.118.65.160,1
0.117.175.143,1
0.117.202.255,1
0.117.184.162,1
0.118.24.226,1
0.117.190.89,1
0.130.193.46,1
0.130.154.41,1
0.117.176.55,1
0.147.190.139,1
0.147.209.189,1
0.117.250.44,1
0.117.184.165,1
0.130.153.23,1
0.117.201.19,1
0.102.80.90,1
0.117.197.94,1
0.117.179.109,1
0.117.200.105,1
0.117.201.218,1
0.117.189.243,1
0.117.217.194,1
0.117.212.61,1
0.130.159.16,1
0.117.208.183,1
0.152.204.191,1
0.130.166.104,1
0.117.186.205,1
0.152.206.0,1
0.152.206.240,1
91.222.121.7,1
0.117.202.130,1
0.117.200.28,1
0.117.191.51,1
0.117.216.205,1
0.117.211.170,1
45.113.115.225,1
162.88.184.31,1
37.18.244.74,1
182.31.79.58,1
121.223.199.27,1
0.117.232.173,1
0.117.235.7,1
0.130.171.51,1
0.130.173.156,1
0.117.218.85,1
0.117.216.19,1
0.117.227.116,1
0.117.212.29,1
0.130.172.191,1
0.117.223.27,1
0.117.202.12,1
0.117.223.100,1
0.117.209.188,1
0.117.208.188,1
0.117.219.160,1
0.117.241.192,1
0.118.15.154,1
0.117.207.136,1
0.117.218.26,1
0.117.204.133,1
0.109.130.203,1
0.118.31.89,1
0.130.182.96,1
0.117.229.133,1
0.152.231.197,1
0.118.61.108,1
0.130.191.121,1
162.250.211.9,1
0.117.220.221,1
0.117.224.236,1
0.118.87.106,1
0.117.216.20,1
0.118.48.148,1
0.118.9.252,1
0.117.228.54,1
67.209.205.199,1
0.117.226.67,1
0.117.243.125,1
143.198.55.103,1
0.117.236.186,1
0.118.65.118,1
0.117.235.100,1
0.117.229.24,1
0.117.236.161,1
0.118.65.244,1
0.117.253.181,1
0.130.211.63,1
0.148.43.123,1
0.117.246.3,1
0.118.2.125,1
0.117.231.145,1
0.117.244.170,1
0.117.242.248,1
0.117.237.211,1
0.117.242.109,1
0.118.73.53,1
103.5.141.238,1
217.144.104.74,1
0.118.0.131,1
0.117.241.147,1
0.130.218.55,1
0.118.143.126,1
0.153.22.250,1
0.130.222.210,1
0.118.140.184,1
0.153.27.239,1
0.118.8.213,1
0.118.113.70,1
0.130.222.62,1
0.130.231.61,1
0.118.72.165,1
0.118.4.34,1
0.117.252.28,1
0.118.0.132,1
0.118.80.195,1
0.130.249.59,1
0.118.6.229,1
0.118.12.70,1
0.118.24.166,1
0.118.12.72,1
0.118.8.36,1
135.181.195.21,1
0.118.35.131,1
0.118.99.165,1
0.118.13.250,1
0.118.13.252,1
0.130.244.101,1
0.118.22.153,1
0.118.31.198,1
0.130.243.102,1
0.118.42.23,1
0.153.49.23,1
0.130.244.155,1
0.118.23.219,1
0.118.22.8,1
0.118.23.218,1
0.131.168.107,1
0.118.37.117,1
0.118.37.108,1
0.118.31.41,1
0.131.14.64,1
0.118.28.107,1
0.118.42.86,1
0.131.0.136,1
0.118.144.14,1
0.118.119.108,1
0.118.41.130,1
0.131.6.253,1
0.118.48.150,1
0.118.38.56,1
0.131.0.40,1
0.118.36.147,1
0.118.37.106,1
0.118.33.74,1
0.130.254.207,1
0.118.53.242,1
0.118.131.37,1
0.118.41.231,1
0.118.107.43,1
0.153.71.186,1
0.118.29.175,1
0.118.30.253,1
0.153.73.133,1
0.153.73.198,1
0.118.52.100,1
0.153.73.158,1
0.118.45.231,1
0.118.38.150,1
0.131.9.139,1
0.102.153.251,1
0.118.49.4,1
0.118.61.202,1
0.118.50.241,1
0.118.49.2,1
34.41.54.155,1
0.148.112.101,1
0.118.55.103,1
0.118.74.141,1
0.118.45.205,1
0.131.18.244,1
0.153.85.174,1
0.118.66.184,1
0.131.42.229,1
218.250.130.48,1
0.131.23.174,1
0.118.40.35,1
0.148.122.166,1
0.118.62.140,1
0.131.21.196,1
0.118.60.110,1
0.118.53.97,1
0.118.55.210,1
0.118.66.27,1
0.131.30.211,1
0.118.53.179,1
0.118.58.129,1
0.131.31.184,1
0.118.56.249,1
0.118.68.239,1
0.119.13.26,1
0.118.66.20,1
0.118.72.223,1
0.118.84.9,1
0.118.67.65,1
0.131.41.36,1
0.118.69.194,1
0.131.38.223,1
0.118.63.9,1
0.118.75.103,1
0.118.229.161,1
192.95.33.163,1
0.118.70.52,1
0.118.196.198,1
0.118.75.70,1
0.118.89.108,1
0.118.89.216,1
0.131.111.124,1
0.118.85.76,1
0.118.92.81,1
0.118.105.135,1
0.118.84.204,1
0.118.235.143,1
0.118.101.253,1
0.118.82.203,1
0.118.113.196,1
0.118.96.169,1
0.118.130.246,1
0.118.117.70,1
0.118.109.62,1
0.118.107.5,1
0.118.92.23,1
0.118.122.201,1
0.118.90.154,1
68.183.109.157,1
0.118.196.150,1
0.118.132.70,1
0.118.116.208,1
0.118.199.176,1
0.118.116.210,1
0.118.182.39,1
0.118.99.9,1
64.19.90.139,1
0.118.115.240,1
0.119.27.229,1
0.118.107.0,1
0.118.193.78,1
0.121.157.136,1
0.118.163.112,1
0.118.119.117,1
0.118.117.68,1
0.131.83.57,1
0.118.115.130,1
0.118.137.71,1
0.118.118.123,1
0.118.109.155,1
0.118.129.11,1
0.118.130.227,1
0.118.128.211,1
0.118.130.198,1
0.118.149.230,1
0.118.123.226,1
0.148.238.116,1
0.118.126.76,1
0.118.195.255,1
0.118.123.69,1
0.131.137.17,1
0.131.118.253,1
0.117.91.121,1
0.131.102.73,1
0.118.126.188,1
0.118.154.191,1
0.118.251.165,1
0.118.129.51,1
0.119.219.19,1
0.118.148.91,1
155.46.168.2,1
0.118.142.200,1
0.118.159.245,1
0.118.165.31,1
0.118.163.146,1
0.131.121.123,1
0.118.145.221,1
0.118.206.116,1
0.118.140.181,1
0.118.162.74,1
0.118.154.233,1
0.118.165.87,1
0.118.152.217,1
0.137.175.248,1
0.103.214.74,1
0.118.221.201,1
0.118.152.228,1
0.118.246.69,1
0.94.11.199,1
0.131.132.53,1
0.118.157.8,1
0.137.189.8,1
0.118.152.89,1
0.118.156.8,1
0.131.127.121,1
0.118.160.38,1
0.118.150.75,1
0.118.154.189,1
0.118.255.65,1
0.110.230.74,1
0.118.163.183,1
0.118.254.219,1
85.191.154.89,1
0.118.178.189,1
0.118.170.174,1
0.118.186.189,1
0.118.188.122,1
0.118.187.104,1
0.118.170.220,1
0.118.223.149,1
0.118.187.1,1
0.118.198.247,1
0.118.204.96,1
0.118.170.84,1
0.119.12.57,1
0.131.170.76,1
0.131.181.87,1
0.118.210.53,1
0.118.173.30,1
0.118.201.52,1
0.118.175.149,1
0.119.4.38,1
0.118.173.116,1
0.118.187.138,1
0.118.194.50,1
0.118.184.226,1
0.149.82.91,1
83.171.253.54,1
0.131.173.118,1
0.118.202.104,1
18.235.140.165,1
0.118.185.120,1
0.118.195.189,1
129.146.132.76,1
0.118.196.1,1
0.118.202.11,1
0.149.94.220,1
159.203.10.53,1
0.131.169.172,1
0.131.186.210,1
0.118.193.187,1
0.118.198.249,1
0.118.196.149,1
0.118.212.16,1
0.119.13.154,1
0.118.193.214,1
0.118.197.115,1
0.118.200.206,1
0.118.192.80,1
0.118.197.51,1
0.118.195.74,1
0.118.239.2,1
0.118.194.22,1
0.154.30.18,1
0.118.209.220,1
0.118.205.196,1
0.118.199.174,1
0.118.214.233,1
0.118.228.163,1
0.119.24.85,1
0.118.203.170,1
0.131.198.14,1
0.131.192.96,1
0.119.43.231,1
0.118.205.246,1
0.118.229.46,1
0.131.192.51,1
0.118.220.160,1
0.149.112.95,1
0.118.203.11,1
0.118.218.61,1
0.131.192.247,1
0.119.14.30,1
0.119.19.148,1
0.119.57.34,1
0.118.225.203,1
0.118.211.42,1
0.154.48.56,1
0.119.30.233,1
0.119.29.133,1
0.154.49.59,1
0.118.209.89,1
0.119.50.101,1
0.118.216.52,1
0.118.230.156,1
0.118.225.17,1
0.118.223.61,1
0.118.234.243,1
44.224.245.38,1
0.118.234.132,1
0.118.252.53,1
0.132.124.205,1
0.118.232.152,1
0.118.230.209,1
0.118.251.121,1
172.31.244.241,1
0.119.36.232,1
0.119.4.15,1
0.118.224.201,1
0.118.231.34,1
0.118.238.100,1
0.118.231.150,1
0.119.70.160,1
0.118.236.62,1
0.119.56.156,1
0.118.254.158,1
0.119.43.69,1
0.119.76.130,1
202.189.24.78,1
0.118.245.213,1
0.118.240.46,1
0.119.61.161,1
0.118.251.166,1
0.118.233.50,1
0.118.245.32,1
0.118.241.115,1
0.119.11.60,1
0.118.254.186,1
0.118.238.24,1
0.132.17.225,1
158.58.186.66,1
0.118.245.218,1
0.149.173.38,1
0.90.94.131,1
0.118.247.82,1
0.118.251.120,1
0.118.245.216,1
0.119.3.190,1
0.118.251.118,1
36.88.149.186,1
0.119.25.68,1
0.118.250.5,1
0.131.240.20,1
0.131.231.0,1
0.119.6.88,1
0.118.254.225,1
0.131.230.204,1
0.149.171.214,1
0.119.5.122,1
0.119.14.54,1
0.119.16.195,1
0.118.252.168,1
0.118.246.12,1
0.119.45.80,1
0.119.0.5,1
0.132.58.177,1
0.131.237.76,1
0.119.18.7,1
0.119.87.55,1
0.101.66.93,1
106.107.183.213,1
0.118.251.163,1
0.119.23.24,1
0.119.87.96,1
0.119.19.165,1
0.119.103.125,1
0.131.239.113,1
0.131.248.27,1
0.119.237.123,1
0.119.11.58,1
0.119.21.138,1
0.119.5.167,1
0.119.24.50,1
0.131.246.67,1
8.210.104.40,1
0.149.215.141,1
0.119.14.179,1
0.119.21.140,1
0.119.24.67,1
0.119.28.156,1
0.119.11.207,1
0.119.15.190,1
0.131.251.201,1
0.119.32.76,1
0.119.35.88,1
0.119.42.249,1
0.119.14.22,1
0.119.25.128,1
0.119.42.120,1
0.119.118.19,1
0.1.2.3,1
0.119.49.102,1
0.119.31.93,1
0.149.233.94,1
0.119.50.87,1
0.119.34.164,1
0.119.103.242,1
0.98.168.82,1
0.119.57.95,1
0.132.10.143,1
0.154.148.57,1
0.120.7.255,1
0.119.68.231,1
0.119.50.86,1
0.132.16.161,1
0.115.35.247,1
0.119.40.216,1
0.119.127.80,1
0.119.50.144,1
0.119.45.30,1
0.119.77.102,1
0.119.40.194,1
0.119.48.62,1
0.119.111.97,1
10.99.1.102,1
0.154.165.180,1
0.119.139.31,1
0.119.60.144,1
0.119.53.124,1
0.132.34.168,1
0.132.34.179,1
0.132.33.133,1
0.119.50.141,1
0.132.33.43,1
0.119.66.161,1
232.86.128.196,1
0.119.148.128,1
0.119.55.113,1
0.119.99.245,1
0.119.78.38,1
0.119.65.11,1
0.119.54.219,1
0.119.133.80,1
0.119.81.131,1
0.119.76.62,1
0.86.143.191,1
0.134.139.45,1
0.119.86.34,1
0.119.250.15,1
0.132.55.210,1
0.119.102.175,1
0.119.73.64,1
185.142.236.115,1
0.132.57.97,1
0.119.76.224,1
0.119.68.28,1
0.119.247.109,1
0.119.65.109,1
0.119.88.151,1
0.119.163.21,1
0.119.151.227,1
0.119.76.2,1
104.202.232.34,1
0.119.91.162,1
0.119.174.115,1
0.119.95.228,1
0.119.107.157,1
0.119.129.205,1
0.119.100.182,1
0.119.93.39,1
0.119.181.177,1
0.119.91.246,1
0.119.158.51,1
0.119.83.73,1
0.119.88.241,1
0.119.174.170,1
0.150.87.9,1
0.119.151.194,1
0.150.77.226,1
0.119.87.13,1
0.119.97.243,1
0.119.95.40,1
0.119.181.176,1
0.119.180.190,1
0.119.99.134,1
0.119.106.99,1
3.254.218.87,1
0.119.176.238,1
0.119.121.192,1
0.150.86.44,1
0.119.89.64,1
0.119.108.110,1
0.119.95.38,1
0.119.109.96,1
0.119.113.16,1
205.174.169.162,1
0.119.102.28,1
0.119.100.233,1
0.119.105.149,1
0.150.101.190,1
0.119.108.145,1
0.119.131.195,1
0.132.84.136,1
0.119.110.124,1
0.120.65.205,1
0.119.116.224,1
0.119.205.74,1
0.132.194.123,1
0.111.167.63,1
0.119.109.214,1
0.119.119.222,1
0.132.96.170,1
0.120.11.248,1
0.119.114.202,1
0.119.127.168,1
0.119.150.12,1
0.96.155.32,1
0.119.117.92,1
0.119.128.117,1
0.115.192.181,1
0.119.145.127,1
0.119.119.125,1
0.150.133.193,1
0.119.199.222,1
0.119.132.244,1
0.119.146.91,1
0.119.139.127,1
0.119.140.232,1
0.150.172.16,1
0.97.174.176,1
0.132.218.245,1
0.119.141.4,1
0.119.200.235,1
0.132.121.162,1
0.119.184.24,1
0.87.92.189,1
0.155.34.56,1
0.119.146.60,1
0.119.207.103,1
0.119.163.0,1
99.125.139.49,1
0.119.170.58,1
0.119.239.253,1
93.93.130.179,1
0.119.234.222,1
0.119.194.190,1
0.155.47.48,1
0.155.47.50,1
0.155.47.54,1
0.155.47.61,1
0.155.47.66,1
0.155.55.93,1
138.2.88.34,1
0.119.174.162,1
0.132.155.117,1
0.119.161.192,1
0.119.163.87,1
0.119.166.177,1
0.119.176.207,1
0.101.204.22,1
0.145.24.240,1
0.119.169.71,1
0.119.175.29,1
0.119.175.28,1
0.119.158.115,1
0.119.162.219,1
0.119.236.183,1
0.119.172.228,1
0.119.251.163,1
0.132.172.142,1
0.119.223.115,1
0.119.166.0,1
0.119.231.209,1
0.120.59.239,1
0.119.166.153,1
0.120.3.130,1
0.120.72.101,1
0.119.184.33,1
0.132.158.202,1
0.119.175.147,1
0.119.167.198,1
0.119.181.175,1
0.120.5.230,1
0.119.164.55,1
0.119.172.250,1
0.134.1.39,1
0.120.8.149,1
0.119.167.21,1
49.12.72.35,1
0.120.20.120,1
0.119.212.144,1
0.119.178.234,1
0.119.250.136,1
0.116.157.214,1
0.119.167.213,1
0.91.133.110,1
0.89.147.196,1
0.119.201.139,1
0.133.19.19,1
0.119.223.117,1
141.144.193.222,1
0.119.183.195,1
0.120.20.142,1
0.119.181.179,1
0.119.187.180,1
74.215.245.233,1
0.120.9.134,1
0.120.24.82,1
204.13.42.197,1
0.119.248.119,1
0.109.219.176,1
0.132.179.2,1
0.119.202.115,1
203.78.7.25,1
0.119.211.237,1
46.101.28.44,1
0.119.203.220,1
0.119.193.3,1
0.119.228.91,1
0.119.205.95,1
0.132.184.34,1
46.242.144.90,1
0.119.236.155,1
0.120.49.194,1
0.155.120.42,1
0.119.201.93,1
1.1.1.4,1
0.119.197.83,1
0.155.124.72,1
0.120.36.22,1
0.119.220.207,1
0.132.217.145,1
0.150.255.104,1
0.128.101.10,1
0.132.205.200,1
83.255.212.24,1
0.120.4.69,1
0.120.36.12,1
0.119.218.25,1
0.155.133.146,1
0.119.224.39,1
0.119.211.104,1
0.119.211.11,1
0.119.206.209,1
0.119.246.43,1
0.119.211.164,1
0.120.58.253,1
0.119.216.157,1
0.120.36.110,1
0.155.137.173,1
0.119.243.241,1
0.132.211.163,1
0.132.212.121,1
0.155.136.134,1
0.120.20.24,1
0.119.237.18,1
0.119.221.111,1
0.119.243.50,1
0.119.217.184,1
0.120.62.149,1
0.119.245.141,1
0.119.242.2,1
0.133.68.18,1
0.120.48.198,1
0.151.18.228,1
0.119.240.241,1
0.132.222.2,1
0.155.152.8,1
0.119.227.196,1
36.93.65.106,1
0.119.222.28,1
0.119.230.151,1
0.119.232.124,1
0.119.223.39,1
0.119.225.217,1
0.119.229.203,1
0.119.227.247,1
0.119.228.42,1
10.29.22.170,1
0.151.77.75,1
0.133.8.51,1
8.210.34.246,1
172.29.63.210,1
0.119.235.154,1
0.119.237.56,1
0.155.161.12,1
0.119.243.174,1
0.119.250.56,1
0.120.81.85,1
0.119.247.112,1
0.85.183.94,1
45.32.76.61,1
0.119.234.141,1
0.126.63.27,1
0.120.4.200,1
0.119.239.226,1
0.133.0.190,1
0.151.153.227,1
0.120.6.60,1
0.119.244.130,1
0.119.251.86,1
0.119.249.127,1
0.132.249.69,1
0.119.247.62,1
0.119.244.115,1
0.120.144.38,1
0.119.254.162,1
0.120.11.136,1
0.119.250.126,1
0.120.2.144,1
0.119.245.203,1
0.120.10.51,1
0.119.247.67,1
0.119.244.156,1
0.120.15.21,1
0.132.255.155,1
45.145.167.92,1
0.119.245.67,1
0.119.243.176,1
0.120.25.54,1
0.151.101.126,1
0.120.2.77,1
0.115.193.168,1
0.120.6.228,1
54.174.120.51,1
0.120.9.84,1
0.101.153.190,1
0.133.24.95,1
0.120.19.5,1
198.7.121.210,1
0.120.13.232,1
0.120.17.59,1
0.120.99.197,1
0.120.21.143,1
0.133.46.235,1
0.151.118.242,1
0.120.25.221,1
0.155.213.238,1
0.120.13.161,1
0.133.43.112,1
0.120.32.215,1
0.120.44.117,1
0.120.43.156,1
0.120.16.50,1
0.155.225.151,1
0.155.226.163,1
0.120.36.77,1
0.155.230.235,1
0.120.44.67,1
0.120.121.107,1
0.120.30.88,1
193.56.66.214,1
0.120.35.148,1
0.120.45.140,1
0.120.35.198,1
0.120.159.246,1
0.120.30.202,1
0.120.26.178,1
0.120.43.177,1
0.120.43.134,1
0.120.57.172,1
0.120.56.175,1
0.120.35.0,1
0.120.37.106,1
0.120.25.59,1
0.120.152.238,1
0.120.206.69,1
0.133.131.230,1
0.92.183.40,1
0.120.135.118,1
0.120.49.10,1
0.120.92.198,1
0.120.44.229,1
0.118.119.50,1
0.133.90.200,1
0.120.37.45,1
0.120.51.32,1
0.133.74.129,1
0.120.57.11,1
0.120.47.211,1
0.120.69.184,1
0.133.79.49,1
0.119.228.46,1
0.120.59.169,1
0.120.118.0,1
0.120.53.148,1
0.120.62.53,1
0.133.93.133,1
0.133.91.83,1
0.120.74.4,1
0.120.62.225,1
0.120.97.110,1
0.120.75.122,1
0.120.75.246,1
0.120.55.243,1
0.133.92.194,1
0.120.80.219,1
0.133.98.4,1
0.156.23.89,1
0.120.68.195,1
87.238.97.248,1
0.120.155.129,1
0.120.66.19,1
0.120.70.34,1
0.120.90.230,1
0.120.74.136,1
0.156.26.177,1
0.120.66.64,1
0.120.72.174,1
146.59.220.235,1
0.120.82.25,1
0.120.154.79,1
0.120.155.97,1
0.120.86.35,1
0.120.85.187,1
0.120.95.58,1
0.120.85.31,1
0.133.114.194,1
178.128.212.209,1
0.120.74.166,1
0.133.255.116,1
0.120.94.235,1
0.120.85.56,1
0.120.98.43,1
0.120.100.240,1
0.133.208.61,1
0.152.6.158,1
0.120.95.119,1
0.120.86.242,1
0.120.159.105,1
0.133.136.216,1
0.120.107.20,1
0.120.43.19,1
0.120.82.22,1
0.120.101.94,1
0.120.129.56,1
0.120.109.32,1
0.120.99.174,1
0.94.234.59,1
0.120.176.218,1
0.120.185.119,1
0.133.145.187,1
0.133.144.202,1
0.120.175.88,1
0.133.135.195,1
0.120.104.15,1
0.121.82.171,1
0.120.99.84,1
0.120.114.244,1
0.120.199.113,1
0.120.144.40,1
0.120.127.108,1
0.120.118.179,1
0.120.143.120,1
0.120.198.222,1
0.147.13.8,1
0.120.129.212,1
0.120.109.79,1
0.120.253.191,1
88.206.249.1,1
0.120.122.63,1
0.120.115.80,1
0.120.116.120,1
0.152.4.45,1
0.133.162.50,1
51.77.221.196,1
198.51.100.1,1
0.120.121.110,1
0.120.124.220,1
0.120.123.232,1
0.133.180.123,1
0.120.140.20,1
0.133.171.9,1
185.250.45.235,1
0.120.198.180,1
0.121.13.151,1
71.14.188.229,1
0.120.121.243,1
0.120.124.238,1
0.120.124.172,1
0.120.214.173,1
0.120.111.67,1
0.120.127.144,1
0.120.140.71,1
0.120.123.188,1
0.120.141.249,1
0.124.121.51,1
0.120.133.3,1
207.127.89.165,1
0.120.145.94,1
0.120.146.46,1
0.120.133.24,1
24.238.96.171,1
0.133.196.234,1
0.120.143.226,1
0.152.69.233,1
0.120.149.129,1
0.120.146.77,1
0.120.150.158,1
0.120.138.125,1
0.120.142.181,1
0.120.158.9,1
0.121.134.24,1
0.120.145.176,1
0.133.223.101,1
0.133.204.92,1
128.100.102.195,1
0.91.29.206,1
0.120.150.99,1
0.133.194.27,1
0.133.207.224,1
0.120.154.76,1
0.120.221.147,1
0.108.158.122,1
0.120.151.0,1
0.120.142.65,1
0.120.230.76,1
0.102.79.249,1
0.120.162.200,1
79.143.85.176,1
0.133.206.73,1
0.120.166.188,1
0.120.208.206,1
0.120.160.221,1
0.133.221.71,1
0.133.213.207,1
0.120.154.99,1
0.120.166.239,1
198.152.210.230,1
0.120.167.31,1
0.120.155.92,1
0.120.157.54,1
0.120.165.131,1
0.120.150.101,1
0.120.151.177,1
0.120.160.219,1
0.119.201.120,1
0.120.151.2,1
0.120.179.162,1
0.133.218.253,1
0.120.162.215,1
0.120.170.19,1
0.120.163.151,1
0.99.131.165,1
0.120.157.106,1
205.185.118.53,1
0.121.84.120,1
0.121.6.157,1
0.120.168.59,1
0.121.10.71,1
0.120.181.142,1
0.120.157.39,1
0.120.188.237,1
0.120.169.160,1
0.120.169.137,1
0.120.252.44,1
0.120.197.162,1
0.120.180.66,1
0.88.146.72,1
0.121.8.248,1
0.120.183.3,1
0.120.177.143,1
0.120.201.55,1
0.120.193.232,1
0.121.17.228,1
0.120.243.177,1
24.161.15.113,1
0.121.3.83,1
0.120.170.224,1
0.120.176.41,1
212.118.14.114,1
216.55.152.181,1
0.120.188.235,1
0.121.29.33,1
0.120.217.79,1
0.121.29.37,1
157.245.57.58,1
0.120.218.78,1
0.120.184.137,1
0.120.216.68,1
127.0.0.10,1
137.184.127.88,1
0.133.254.43,1
0.120.230.240,1
0.120.195.254,1
0.120.196.15,1
0.120.197.188,1
0.120.197.189,1
0.120.198.37,1
0.134.0.14,1
0.134.1.144,1
0.121.12.173,1
0.156.197.28,1
0.120.213.242,1
0.156.197.159,1
0.156.198.76,1
0.120.195.184,1
0.156.199.68,1
0.120.201.120,1
0.120.199.65,1
0.120.185.60,1
0.120.216.70,1
0.121.53.59,1
0.120.198.40,1
0.120.196.35,1
0.120.206.67,1
216.8.232.102,1
0.120.205.182,1
0.120.202.164,1
0.120.212.125,1
0.134.17.198,1
0.120.204.75,1
0.134.20.185,1
0.120.216.39,1
0.116.88.241,1
0.100.157.204,1
0.134.141.159,1
161.35.156.192,1
0.120.179.147,1
0.134.39.17,1
0.120.204.5,1
0.120.210.230,1
0.120.212.247,1
0.121.49.69,1
0.152.179.168,1
0.134.31.142,1
0.120.216.73,1
0.134.54.61,1
0.153.77.138,1
0.152.242.21,1
0.120.233.189,1
0.120.215.50,1
0.152.252.189,1
0.120.214.130,1
0.153.65.236,1
0.120.234.102,1
0.120.232.251,1
0.121.48.176,1
0.120.243.15,1
0.134.37.174,1
0.152.200.103,1
0.120.224.152,1
84.248.219.196,1
0.120.225.61,1
0.120.233.2,1
0.120.222.151,1
0.120.225.23,1
0.121.43.236,1
0.120.229.91,1
0.121.65.220,1
0.122.59.181,1
0.120.246.236,1
0.120.241.35,1
0.120.251.2,1
0.120.242.78,1
0.120.237.175,1
0.120.242.138,1
0.134.153.88,1
0.120.226.163,1
0.120.241.38,1
94.26.240.167,1
0.120.235.1,1
0.120.233.4,1
0.134.133.232,1
0.120.250.214,1
0.121.55.22,1
198.199.74.85,1
0.121.53.62,1
0.121.2.100,1
0.120.242.191,1
